text,stop_flag
s,True
envoy,False
had,True
been,True
robbed,False
in,True
deli,False
near,False
penaji,False
river,False
the,True
area,False
of,True
malacca,False
the,True
fragmentation,False
of,True
the,True
royal,False
family,False
of,True
the,True
sultanate,False
of,True
deli,False
the,True
deli,False
sultan,False
after,True
sri,False
paduka,False
tuanku,False
gocah,False
pahlawan,False
tuanku,False
panglima,False
perunggit,False
or,True
panglima,False
deli,False
died,False
in,True
his,True
successor,False
wa,False
tuanku,False
panglima,False
paderap,False
who,True
ruled,False
until,True
the,True
sultanate,False
of,True
deli,False
wa,False
shaken,False
by,True
internal,False
fragmentation,False
shortly,False
after,True
tuanku,False
panglima,False
paderap,False
died,False
the,True
deceased,False
s,True
child,False
made,False
a,True
fuss,False
about,True
who,True
should,True
be,True
entitled,False
to,True
occupy,False
the,True
position,False
a,True
the,True
next,False
sultan,False
of,True
deli,False
despite,False
his,True
status,False
a,True
the,True
oldest,False
child,False
tuanku,False
jalaludin,False
gelar,False
kejuruan,False
metar,False
wa,False
excluded,False
from,True
the,True
candidate,False
for,True
the,True
throne,False
of,True
the,True
sultanate,False
of,True
deli,False
because,True
his,True
eye,False
were,True
impaired,False
this,True
situation,False
made,False
tuanku,False
panglima,False
pasutan,False
second,False
son,False
of,True
the,True
late,False
tuanku,False
panglima,False
paderap,False
willing,False
to,True
take,False
over,True
the,True
throne,False
despite,False
the,True
fact,False
that,True
the,True
right,False
to,True
assume,False
the,True
next,False
leadership,False
wa,False
to,True
tuanku,False
umar,False
johan,False
alamsyah,False
gelar,False
kejeruan,False
junjongan,False
fourth,False
son,False
because,True
he,True
wa,False
born,False
from,True
the,True
queen,False
there,True
wa,False
a,True
civil,False
war,False
between,True
the,True
two,False
son,False
meanwhile,False
tuanku,False
tawar,False
arifin,False
gelar,False
kejuruan,False
santun,False
chose,False
to,True
avoid,False
the,True
war,False
between,True
the,True
two,False
brother,False
and,True
opened,False
a,True
country,False
in,True
denai,False
which,True
later,False
expanded,False
to,True
serbajadi,False
in,True
the,True
civil,False
war,False
that,True
culminated,False
in,True
tuanku,False
panglima,False
pasutan,False
beat,False
tuanku,False
umar,False
johan,False
alamsyah,False
gelar,False
kejeruan,False
junjongan,False
out,True
of,True
the,True
palace,False
tuanku,False
umar,False
johan,False
alamsyah,False
gelar,False
kejeruan,False
junjongan,False
wa,False
forced,False
with,True
his,True
mother,False
tuanku,False
panglima,False
sampali,False
the,True
queen,False
of,True
tuanku,False
panglima,False
paderap,False
to,True
take,False
refuge,False
until,True
they,True
arrived,False
at,True
a,True
place,False
later,False
called,False
kampung,False
besar,False
serdang,False
therefore,False
tuanku,False
panglima,False
pasutan,False
freely,False
declared,False
himself,True
a,True
the,True
new,False
sultan,False
of,True
deli,False
meanwhile,False
tuanku,False
umar,False
johan,False
alamsyah,False
gelar,False
kejeruan,False
junjongan,False
did,True
not,True
relax,False
and,True
got,False
ready,False
to,True
establish,False
the,True
sultanate,False
of,True
serdang,False
this,True
later,False
sultanate,False
came,False
into,True
existence,False
because,True
of,True
the,True
strong,False
support,False
to,True
tuanku,False
umar,False
johan,False
alamsyah,False
especially,False
from,True
two,False
batak,False
karo,False
king,False
raja,False
urung,False
sunggal,False
and,True
raja,False
urung,False
senembah,False
in,True
addition,False
raja,False
urung,False
batak,False
timur,False
that,True
ruled,False
the,True
upper,False
part,False
of,True
serdang,False
region,False
in,True
tanjong,False
morawa,False
and,True
a,True
high,False
rank,False
man,False
from,True
aceh,False
named,False
kejeruan,False
lumu,False
helped,False
support,False
the,True
establishment,False
of,True
serdang,False
finally,False
in,True
tuanku,False
umar,False
johan,False
alamsyah,False
gelar,False
kejeruan,False
junjongan,False
wa,False
crowned,False
a,True
the,True
first,False
sultan,False
a,True
well,False
a,True
the,True
founder,False
of,True
the,True
sultanate,False
of,True
serdang,False
basarshah,False
ii,False
nd,False
the,True
third,False
son,False
of,True
the,True
late,False
tuanku,False
panglima,False
paderap,False
tuanku,False
tawar,False
arifin,False
kejeruan,False
santun,False
who,True
had,True
founded,False
the,True
country,False
in,True
denai,False
then,True
combined,False
his,True
territory,False
with,True
serdang,False
deli,False
internal,False
condition,False
that,True
have,True
not,True
been,True
stable,False
made,False
deli,False
region,False
a,True
target,False
for,True
a,True
number,False
of,True
imperial,False
state,False
that,True
were,True
competing,False
for,True
influence,False
monarchy,False
that,True
had,True
tried,False
to,True
master,False
the,True
sultanate,False
of,True
deli,False
were,True
the,True
sultanate,False
of,True
siak,False
sri,False
inderapura,False
the,True
sultanate,False
of,True
johor,False
and,True
the,True
sultanate,False
of,True
aceh,False
darussalam,False
which,True
wa,False
apparently,False
still,False
wanted,False
to,True
colonise,False
deli,False
again,True
deli,False
region,False
considered,False
very,True
profitable,False
especially,False
because,True
of,True
it,True
natural,False
resource,False
deli,False
wa,False
well,False
known,False
for,True
it,True
perfume,False
sandalwood,False
and,True
camphor,False
in,True
addition,False
the,True
dutch,False
brought,False
rice,False
candle,False
and,True
horse,False
from,True
deli,False
due,False
to,True
their,True
economic,False
interest,False
the,True
dutch,False
felt,False
the,True
need,False
to,True
maintain,False
good,False
relation,False
with,True
the,True
authority,False
and,True
they,True
also,False
brought,False
textile,False
from,True
deli,False
tuanku,False
panglima,False
pasutan,False
the,True
fourth,False
sultan,False
of,True
deli,False
died,False
in,True
the,True
government,False
of,True
the,True
sultanate,False
of,True
deli,False
wa,False
continued,False
by,True
kanduhid,False
who,True
assumed,False
the,True
title,False
a,True
panglima,False
gandar,False
wahid,False
in,True
panglima,False
gandar,False
wahid,False
died,False
his,True
successor,False
wa,False
tuanku,False
amaluddin,False
because,True
at,True
that,True
time,False
the,True
sultanate,False
of,True
deli,False
wa,False
still,False
under,True
the,True
influence,False
of,True
the,True
sultanate,False
of,True
siak,False
sri,False
inderapura,False
the,True
coronation,False
of,True
tuanku,False
amaluddin,False
a,True
the,True
sultan,False
of,True
deli,False
wa,False
based,False
on,True
a,True
certificate,False
dated,False
august,False
issued,False
by,True
the,True
sultan,False
of,True
siak,False
after,True
officially,False
becoming,False
the,True
sultan,False
of,True
deli,False
tuanku,False
panglima,False
amaludin,False
obtained,False
an,True
honorary,False
title,False
a,True
sultan,False
panglima,False
mangedar,False
alam,False
meuraxa,False
in,True
sekitar,False
suku,False
melaju,False
batak,False
atjeh,False
dan,False
keradjaan,False
deli,False
writes,False
that,True
in,True
the,True
territory,False
of,True
the,True
sultanate,False
of,True
deli,False
wa,False
captured,False
by,True
the,True
sultanate,False
of,True
siak,False
sri,False
inderapura,False
from,True
the,True
sultanate,False
of,True
aceh,False
darussalam,False
however,False
when,True
the,True
sultanate,False
of,True
siak,False
sri,False
inderapura,False
wa,False
subjected,False
to,True
the,True
sultanate,False
of,True
johor,False
the,True
deli,False
sultanate,False
territory,False
wa,False
under,True
the,True
control,False
of,True
johor,False
in,True
aceh,False
ruled,False
again,True
over,True
the,True
sultanate,False
of,True
deli,False
led,False
by,True
a,True
commander,False
named,False
teuku,False
husin,False
sultan,False
osman,False
perkasa,False
alam,False
shah,False
the,True
sultan,False
of,True
deli,False
at,True
the,True
time,False
wa,False
taken,False
to,True
the,True
palace,False
of,True
aceh,False
darussalam,False
but,True
then,True
deli,False
wa,False
acknowledged,False
again,True
a,True
auspex,False
of,True
the,True
sultanate,False
of,True
aceh,False
darussalam,False
who,True
wa,False
then,True
ruled,False
by,True
sultan,False
sulaiman,False
shah,False
by,True
aceh,False
darussalam,False
the,True
sultanate,False
of,True
deli,False
territory,False
wa,False
defined,False
between,True
the,True
border,False
of,True
rokan,False
to,True
the,True
south,False
to,True
the,True
border,False
of,True
tamiang,False
existence,False
of,True
the,True
sultanate,False
of,True
deli,False
the,True
civil,False
war,False
between,True
the,True
sultanate,False
of,True
deli,False
and,True
serdang,False
ended,False
in,True
the,True
early,False
century,False
after,True
pressure,False
from,True
the,True
dutch,False
ray,False
the,True
relationship,False
between,True
the,True
sultanate,False
of,True
deli,False
and,True
the,True
dutch,False
went,False
pretty,False
consistent,False
a,True
they,True
needed,False
each,True
other,True
the,True
dutch,False
brought,False
different,False
type,False
of,True
natural,False
resource,False
from,True
deli,False
while,True
deli,False
need,False
security,False
guarantee,False
harmony,False
between,True
the,True
sultanate,False
of,True
deli,False
and,True
the,True
dutch,False
east,False
indie,False
colonial,False
government,False
increasingly,False
stronger,False
during,True
the,True
period,False
when,True
deli,False
wa,False
under,True
the,True
influence,False
of,True
the,True
sultanate,False
of,True
siak,False
sri,False
inderapura,False
throughout,False
august,False
elisa,False
netscher,False
who,True
served,False
a,True
the,True
resident,False
of,True
riau,False
accompanied,False
by,True
the,True
assistant,False
resident,False
of,True
siak,False
and,True
some,True
ruler,False
of,True
the,True
sultanate,False
of,True
siak,False
travelling,False
to,True
country,False
in,True
east,False
sumatra,False
this,True
trip,False
wa,False
made,False
at,True
the,True
request,False
of,True
the,True
sultanate,False
of,True
siak,False
because,True
several,False
kingdom,False
in,True
east,False
sumatra,False
were,True
reluctant,False
to,True
acknowledge,False
siak,False
s,True
power,False
over,True
those,True
country,False
including,False
deli,False
the,True
country,False
in,True
east,False
sumatra,False
tend,False
to,True
get,False
closer,False
to,True
the,True
sultanate,False
of,True
aceh,False
because,True
siak,False
wa,False
considered,False
too,True
weak,False
on,True
august,False
elisha,False
netscher,False
group,False
entered,False
kuala,False
sungai,False
deli,False
and,True
wa,False
greeted,False
by,True
sultan,False
mahmud,False
al,False
rashid,False
perkasa,False
alam,False
shah,False
to,True
those,True
guest,False
the,True
sultan,False
of,True
deli,False
proclaimed,False
that,True
the,True
sultanate,False
of,True
deli,False
wa,False
no,True
longer,False
having,True
to,True
do,True
with,True
the,True
sultanate,False
of,True
siak,False
and,True
did,True
not,True
ask,False
for,True
recognition,False
from,True
anyone,False
however,False
netscher,False
continuously,False
persuaded,False
so,True
that,True
the,True
influence,False
of,True
siak,False
sri,False
inderapura,False
over,True
deli,False
would,False
not,True
lost,False
by,True
declaring,False
that,True
the,True
state,False
deli,False
follows,False
siak,False
and,True
they,True
together,False
protected,False
by,True
the,True
dutch,False
east,False
indie,False
government,False
since,False
then,True
the,True
government,False
of,True
sultanate,False
of,True
deli,False
wa,False
tied,False
in,True
a,True
political,False
contract,False
with,True
the,True
dutch,False
east,False
indie,False
colonial,False
government,False
the,True
regime,False
of,True
sultan,False
mahmud,False
al,False
rashid,False
perkasa,False
alam,False
shah,False
ended,False
in,True
and,True
wa,False
succeeded,False
by,True
his,True
son,False
whom,True
assumed,False
a,True
title,False
a,True
sultan,False
makmun,False
al,False
rashid,False
perkasa,False
alam,False
during,True
the,True
leadership,False
of,True
the,True
ninth,False
sultan,False
deli,False
experienced,False
period,False
of,True
prosperity,False
which,True
wa,False
mainly,False
derived,False
from,True
tobacco,False
plantation,False
sector,False
and,True
the,True
growth,False
of,True
deli,False
company,False
and,True
other,True
foreign,False
entrepreneur,False
who,True
opened,False
tobacco,False
plantation,False
in,True
deli,False
region,False
in,True
foreignowned,False
plantation,False
operated,False
in,True
deli,False
deli,False
soil,False
wa,False
suitable,False
for,True
growing,False
tobacco,False
and,True
producing,False
worldclass,False
quality,False
tobacco,False
tobacco,False
wa,False
sold,False
in,True
the,True
european,False
market,False
for,True
cigar,False
making,False
when,True
sultan,False
mahmud,False
al,False
rashid,False
perkasa,False
alam,False
shah,False
began,False
to,True
occupy,False
the,True
throne,False
of,True
the,True
sultanate,False
of,True
deli,False
in,True
the,True
number,False
of,True
tobacco,False
plantation,False
in,True
deli,False
had,True
increased,False
to,True
estate,False
tobacco,False
crop,False
harvested,False
the,True
next,False
year,False
reached,False
pack,False
and,True
made,False
deli,False
a,True
one,False
of,True
the,True
largest,False
tobacco,False
producer,False
in,True
the,True
world,False
and,True
amsterdam,False
became,False
the,True
largest,False
tobacco,False
market,False
in,True
the,True
world,False
payment,False
from,True
the,True
plantation,False
and,True
land,False
rent,False
from,True
foreign,False
entrepreneur,False
made,False
the,True
sultan,False
of,True
deli,False
very,True
rich,False
at,True
this,True
time,False
sultan,False
mahmud,False
al,False
rashid,False
perkasa,False
alam,False
shah,False
built,False
a,True
symbol,False
of,True
the,True
triumph,False
of,True
the,True
sultanate,False
of,True
deli,False
among,False
others,False
kampong,False
bahari,False
labuhan,False
in,True
and,True
the,True
maimoon,False
grand,False
palace,False
in,True
sinar,False
his,True
successor,False
sultan,False
ma,True
mun,False
al,False
rashid,False
perkasa,False
alam,False
shah,False
who,True
reigned,False
since,False
continued,False
the,True
development,False
of,True
the,True
symbol,False
of,True
greatness,False
by,True
founding,False
the,True
building,False
of,True
mahkamah,False
kerapatan,False
besar,False
in,True
and,True
the,True
great,False
mosque,False
of,True
sultan,False
al,False
mansun,False
in,True
maimoon,False
palace,False
wa,False
built,False
in,True
what,True
is,True
now,True
the,True
centre,False
of,True
medan,False
city,False
administration,False
and,True
inhabited,False
by,True
the,True
sultan,False
of,True
deli,False
and,True
their,True
family,False
since,False
may,False
earlier,False
the,True
sultan,False
and,True
his,True
family,False
lived,False
in,True
kampong,False
bahari,False
in,True
labuhan,False
the,True
architect,False
of,True
this,True
palace,False
wa,False
a,True
royal,False
netherlands,False
east,False
indie,False
army,False
soldier,False
koninklijk,False
nederlandsche,False
indische,False
leger,False
dutch,False
east,False
indie,False
colonial,False
army,False
named,False
captain,False
after,True
indonesia,False
proclaimed,False
it,True
independence,False
in,True
and,True
gained,False
independence,False
by,True
the,True
netherlands,False
in,True
the,True
sultanate,False
of,True
deli,False
which,True
wa,False
originally,False
included,False
in,True
the,True
territory,False
of,True
east,False
sumatra,False
since,False
wa,False
merged,False
into,True
the,True
province,False
of,True
north,False
sumatra,False
until,True
now,True
on,True
the,True
other,True
hand,False
in,True
those,True
day,False
situation,False
in,True
deli,False
and,True
north,False
sumatra,False
have,True
not,True
been,True
in,True
a,True
truly,False
peaceful,False
state,False
royal,False
family,False
in,True
northern,False
sumatra,False
including,False
the,True
deli,False
family,False
were,True
threatened,False
because,True
of,True
the,True
opposition,False
from,True
the,True
antiroya,False
party,False
the,True
royal,False
family,False
at,True
that,True
time,False
wa,False
considered,False
a,True
dutch,False
stooge,False
and,True
belonging,False
to,True
the,True
feudal,False
class,False
still,False
in,True
the,True
same,True
book,False
tengku,False
luckman,False
sinar,False
also,False
writes,False
that,True
the,True
rebellion,False
incitement,False
had,True
been,True
rumoured,False
since,False
june,False
during,True
the,True
era,False
of,True
japanese,False
occupation,False
in,True
indonesia,False
the,True
rebellion,False
wa,False
started,False
when,True
the,True
farmer,False
harvested,False
the,True
rice,False
which,True
wa,False
done,False
with,True
mutual,False
cooperation,False
and,True
ended,False
with,True
the,True
harvest,False
feast,False
act,False
of,True
violence,False
against,True
the,True
nobility,False
reached,False
it,True
peak,False
during,True
the,True
bloody,False
incident,False
known,False
a,True
the,True
social,False
revolution,False
in,True
many,False
king,False
and,True
royal,False
family,False
in,True
north,False
sumatra,False
were,True
murdered,False
and,True
robbed,False
of,True
property,False
and,True
belonging,False
including,False
tengku,False
amir,False
hamzah,False
the,True
indonesian,False
poet,False
who,True
wa,False
beheaded,False
in,True
kuala,False
begumit,False
the,True
family,False
of,True
the,True
sultanate,False
of,True
deli,False
and,True
serdang,False
survived,False
thanks,False
to,True
the,True
preservation,False
of,True
the,True
allied,False
soldier,False
who,True
were,True
on,True
duty,False
in,True
the,True
field,False
to,True
accept,False
the,True
surrender,False
of,True
the,True
japanese,False
after,True
the,True
tragedy,False
of,True
the,True
social,False
revolution,False
ended,False
in,True
the,True
family,False
and,True
heir,False
of,True
the,True
sultanate,False
of,True
deli,False
occupied,False
maimoon,False
palace,False
a,True
a,True
residence,False
since,False
almost,False
all,True
the,True
palace,False
there,True
had,True
been,True
destroyed,False
or,True
burned,False
maimoon,False
palace,False
wa,False
the,True
only,True
remaining,False
palace,False
because,True
at,True
the,True
time,False
of,True
the,True
social,False
revolution,False
it,True
wa,False
guarded,False
by,True
allied,False
soldier,False
after,True
revolution,False
and,True
independence,False
the,True
sultanate,False
of,True
deli,False
still,False
exists,False
but,True
no,True
longer,False
ha,False
any,True
political,False
authority,False
entering,False
the,True
new,False
order,False
era,False
the,True
sultanate,False
wa,False
ruled,False
by,True
sultan,False
azmy,False
perkasa,False
alam,False
alhaj,False
who,True
wa,False
on,True
the,True
throne,False
from,True
until,True
since,False
may,False
sultan,False
otteman,False
mahmud,False
perkasa,False
alam,False
served,False
a,True
functionary,False
of,True
the,True
sultanate,False
however,False
the,True
sultan,False
of,True
deli,False
who,True
wa,False
a,True
lieutenant,False
colonel,False
in,True
indonesian,False
army,False
died,False
in,True
an,True
army,False
cn235,False
plane,False
crash,False
at,True
malikus,False
saleh,False
airport,False
lhokseumawe,False
aceh,False
on,True
july,False
on,True
july,False
the,True
crown,False
prince,False
inherited,False
the,True
throne,False
a,True
the,True
sultan,False
of,True
deli,False
and,True
assumed,False
the,True
title,False
a,True
sultan,False
mahmud,False
lamanjiji,False
perkasa,False
alam,False
the,True
lineage,False
of,True
the,True
sultans,False
gocah,False
pahlawan,False
perunggit,False
tuanku,False
panglima,False
paderap,False
tuanku,False
panglima,False
pasutan,False
tuanku,False
panglima,False
gandar,False
wahid,False
sultan,False
amaluddin,False
mangendar,False
sultan,False
osman,False
perkasa,False
alam,False
shah,False
sultan,False
mahmud,False
al,False
rashid,False
perkasa,False
alamsyah,False
sultan,False
mamun,False
al,False
rashid,False
perkasa,False
alamyah,False
amaluddin,False
sultan,False
al,False
sani,False
perkasa,False
alamsyah,False
tuanku,False
sultan,False
otteman,False
ii,False
sultan,False
azmy,False
perkasa,False
alam,False
alhaj,False
sultan,False
otteman,False
mahmud,False
perkasa,False
alam,False
may,False
july,False
rosmawe,False
mohamad,False
since,False
july,False
territory,False
the,True
sultanate,False
of,True
deli,False
territory,False
included,False
labuhan,False
deli,False
langkat,False
suka,False
piring,False
buluh,False
cina,False
denai,False
serbajadi,False
and,True
several,False
other,True
country,False
around,False
the,True
east,False
coast,False
of,True
sumatra,False
island,False
when,True
the,True
sultanate,False
of,True
aceh,False
darussalam,False
regained,False
control,False
in,True
the,True
sultanate,False
of,True
deli,False
wa,False
proclaimed,False
independent,False
under,True
the,True
control,False
of,True
aceh,False
darussalam,False
and,True
it,True
territory,False
wa,False
assigned,False
between,True
the,True
border,False
of,True
rokan,False
to,True
the,True
south,False
to,True
the,True
border,False
of,True
tamiang,False
meuraxa,False
during,True
the,True
dutch,False
colonial,False
government,False
according,False
to,True
the,True
political,False
contract,False
between,True
the,True
sultanate,False
of,True
deli,False
with,True
the,True
colonial,False
government,False
the,True
sultanate,False
s,True
territory,False
included,False
the,True
area,False
under,True
the,True
direct,False
rule,False
of,True
the,True
sultan,False
kotaprajacapital,False
urung,False
state,False
xii,False
kota,False
hamparan,False
perak,False
led,False
by,True
datuk,False
hamparan,False
perak,False
setia,False
diraja,False
urung,False
serbanyamansunggal,False
led,False
by,True
datuk,False
sunggal,False
sri,False
indera,False
pahlawan,False
urung,False
sukapiringkampung,False
baru,False
led,False
by,True
datuk,False
sukapiring,False
sri,False
indera,False
asmara,False
urung,False
senembahpetumbak,False
led,False
by,True
kejeruan,False
senembah,False
deli,False
percut,False
state,False
led,False
by,True
kejeruan,False
percut,False
paduka,False
raja,False
jajahan,False
negeri,False
bedagai,False
led,False
by,True
pangeran,False
nara,False
kelana,False
raja,False
bedagai,False
jajahan,False
negeri,False
padang,False
led,False
by,True
maharaja,False
negeri,False
padang,False
sinar,False
in,True
general,False
the,True
sultanate,False
s,True
territory,False
wa,False
divided,False
into,True
two,False
namely,False
the,True
hilir,False
region,False
which,True
wa,False
inhabited,False
by,True
malay,False
people,False
who,True
had,True
been,True
converted,False
to,True
islam,False
and,True
hulu,False
region,False
which,True
wa,False
inhabited,False
by,True
karo,False
tribe,False
who,True
mostly,False
had,True
not,True
been,True
converted,False
to,True
islam,False
or,True
still,False
held,False
the,True
faith,False
of,True
their,True
ancestor,False
governance,False
system,False
since,False
founded,False
by,True
tuanku,False
sri,False
paduka,False
tuanku,False
gocah,False
pahlawan,False
the,True
sultanate,False
of,True
deli,False
already,False
had,True
lembaga,False
datuk,False
berempat,False
that,True
served,False
a,True
a,True
government,False
advisory,False
board,False
at,True
that,True
time,False
lembaga,False
datuk,False
berempat,False
consisted,False
of,True
four,False
karo,False
batak,False
king,False
that,True
had,True
supported,False
deli,False
since,False
it,True
declaration,False
a,True
an,True
independent,False
kingdom,False
lembaga,False
datuk,False
berempat,False
also,False
had,True
a,True
central,False
role,False
in,True
the,True
coronation,False
ceremony,False
of,True
deli,False
sultan,False
a,True
the,True
supreme,False
authority,False
the,True
sultan,False
of,True
deli,False
did,True
not,True
only,True
perform,False
his,True
duty,False
a,True
a,True
head,False
of,True
state,False
and,True
government,False
but,True
also,False
served,False
a,True
the,True
chief,False
of,True
religious,False
affair,False
a,True
well,False
a,True
malay,False
custom,False
chief,False
in,True
executing,False
his,True
duty,False
the,True
sultan,False
of,True
deli,False
wa,False
aided,False
by,True
treasurer,False
harbormaster,False
and,True
the,True
imperial,False
servant,False
whom,True
each,True
have,True
their,True
specific,False
role,False
and,True
duty,False
during,True
the,True
dutch,False
colonial,False
era,False
the,True
governmental,False
system,False
of,True
the,True
sultanate,False
of,True
deli,False
wa,False
tied,False
through,True
a,True
political,False
agreement,False
sejarah,False
medan,False
tempo,False
doeloe,False
written,False
by,True
tengku,False
luckman,False
sinar,False
mention,False
that,True
the,True
political,False
agreement,False
between,True
the,True
dutch,False
and,True
the,True
sultanate,False
of,True
deli,False
wa,False
divided,False
into,True
acte,False
van,False
verband,False
confinement,False
certificate,False
the,True
certificate,False
mentioned,False
that,True
the,True
sultan,False
of,True
deli,False
a,True
well,False
a,True
his,True
successor,False
willing,False
to,True
execute,False
the,True
agreement,False
between,True
the,True
dutch,False
and,True
the,True
sultanate,False
of,True
deli,False
the,True
sultan,False
of,True
deli,False
will,True
be,True
obedient,False
and,True
loyal,False
to,True
the,True
netherlands,False
queengovernorgeneral,False
of,True
the,True
dutch,False
east,False
indie,False
and,True
implemented,False
appropriate,False
governance,False
according,False
to,True
deli,False
s,True
custom,False
and,True
regulation,False
the,True
sultan,False
of,True
deli,False
willing,False
to,True
promote,False
the,True
country,False
and,True
the,True
people,False
and,True
the,True
sultan,False
of,True
deli,False
willing,False
to,True
comply,False
with,True
additional,False
requirement,False
that,True
were,True
not,True
yet,False
clear,False
or,True
not,True
listed,False
in,True
the,True
certificate,False
this,True
certificate,False
wa,False
signed,False
by,True
dutch,False
government,False
official,False
and,True
orangorang,False
besar,False
of,True
deli,False
a,True
witness,False
acte,False
van,False
bevestiging,False
deed,False
of,True
confirmation,False
this,True
certificate,False
stated,False
that,True
the,True
dutch,False
government,False
governorgeneral,False
acknowledged,False
the,True
sultan,False
a,True
the,True
king,False
of,True
deli,False
and,True
this,True
recognition,False
wa,False
also,False
mentioned,False
in,True
the,True
ordinance,False
of,True
the,True
dutch,False
east,False
indie,False
the,True
governance,False
of,True
the,True
sultanate,False
of,True
deli,False
wa,False
executed,False
by,True
the,True
sultan,False
of,True
deli,False
together,False
with,True
the,True
dewan,False
orangorang,False
besar,False
a,True
a,True
replacement,False
for,True
the,True
lembaga,False
datuk,False
berempat,False
which,True
consisted,False
of,True
four,False
urung,False
and,True
kejeruan,False
percut,False
after,True
consultation,False
and,True
with,True
the,True
guidance,False
of,True
the,True
resident,False
a,True
the,True
representative,False
of,True
the,True
dutch,False
east,False
indie,False
colonial,False
government,False
the,True
orangorang,False
besar,False
wa,False
appointed,False
and,True
dismissed,False
by,True
the,True
sultan,False
of,True
deli,False
after,True
consulted,False
the,True
resident,False
with,True
respect,False
to,True
custom,False
regulation,False
in,True
addition,False
the,True
resident,False
had,True
the,True
right,False
to,True
attend,False
meeting,False
of,True
the,True
orangorang,False
besar,False
sinar,False
the,True
sultanate,False
of,True
deli,False
also,False
had,True
several,False
important,False
institution,False
supporting,False
the,True
governance,False
some,True
of,True
them,True
were,True
the,True
judiciary,False
or,True
kerapatan,False
besar,False
autonomous,False
police,False
of,True
deli,False
and,True
the,True
religious,False
court,False
see,False
also,False
deli,False
serdang,False
regency,False
sultanate,False
of,True
serdang,False
notes,False
references,False
jm,False
barwise,False
and,True
nj,False
white,False
a,True
traveller,False
s,True
history,False
of,True
southeast,False
asia,False
new,False
york,False
interlink,False
book,False
mc,False
ricklefs,False
a,True
history,False
of,True
modern,False
indonesia,False
since,False
c,False
ed,False
stanford,False
stanford,False
university,False
press,False
ringkasan,False
sejarah,False
kesultanan,False
asahan,False
dari,False
abad,False
xvi,False
available,False
at,True
kesultananasahancom,False
data,False
accessed,False
on,True
november,False
budisantoso,False
et,False
al,False
masyarakat,False
melayu,False
riau,False
dan,False
kebudayaannya,False
pekanbaru,False
pemerintah,False
propinsi,False
daerah,False
tingkat,False
i,True
riau,False
denys,False
lombard,False
kerajaan,False
aceh,False
zaman,False
sultan,False
iskandar,False
muda,False
translated,False
from,True
french,False
into,True
indonesian,False
by,True
winarsih,False
arifin,False
from,True
original,False
book,False
le,False
sultanat,False
d,True
atjeh,False
au,False
temp,False
d,True
iskandar,False
muda,False
jakarta,False
kepustakaan,False
populer,False
gramedia,False
dada,False
meuraxa,False
sekitar,False
suku,False
melaju,False
batak,False
atjeh,False
dan,False
keradjaan,False
deli,False
medan,False
pengetahuan,False
marwati,False
djoened,False
poesponegoro,False
nugroho,False
notosusanto,False
sejarah,False
nasional,False
indonesia,False
jilid,False
jakarta,False
proyek,False
inventarisasi,False
dan,False
dokumentasi,False
sejarah,False
nasional,False
tengku,False
luckman,False
sinar,False
sejarah,False
awal,False
kerajaan,False
melayu,False
di,False
sumatera,False
timur,False
dalam,False
rogayah,False
a,True
hamid,False
et,False
al,False
kesultanan,False
melayu,False
kuala,False
lumpur,False
dewan,False
bahasa,False
dan,False
pustaka,False
tengku,False
luckman,False
sinar,False
sejarah,False
medan,False
tempo,False
doeloe,False
medan,False
yayasan,False
kesultanan,False
serdang,False
tuanku,False
luckman,False
sinar,False
basarshah,False
ii,False
kronik,False
mahkota,False
kesultanan,False
serdang,False
medan,False
yandira,False
agung,False
tuanku,False
luckman,False
sinar,False
basarshah,False
ii,False
tanpa,False
tahun,False
bangun,False
dan,False
runtuhnya,False
kerajaan,False
melayu,False
di,False
sumatera,False
timur,False
medan,False
tanpa,False
nama,False
penerbit,False
external,False
links,False
the,True
history,False
of,True
sumatra,False
by,True
william,False
marsden,False
ca,False
category,False
history,False
of,True
sumatra,False
category,False
precolonial,False
state,False
of,True
indonesia,False
category,False
islamic,False
state,False
in,True
indonesia,False
category,False
former,False
sultanate,False
category1632,False
establishment,False
in,True
asia,False
the,True
archduchy,False
of,True
austria,False
erzherzogtum,False
sterreich,False
wa,False
a,True
major,False
prince,False
of,True
the,True
holy,False
roman,False
empire,False
of,True
the,True
holy,False
roman,False
empire,False
and,True
the,True
nucleus,False
of,True
the,True
habsburg,False
monarchy,False
with,True
it,True
capital,False
at,True
vienna,False
the,True
archduchy,False
wa,False
centered,False
at,True
the,True
empire,False
s,True
southeastern,False
periphery,False
it,True
present,False
name,False
originates,False
from,True
the,True
frankish,False
term,False
oustrich,False
eastern,False
kingdom,False
east,False
of,True
the,True
frankish,False
kingdom,False
the,True
archduchy,False
developed,False
out,True
of,True
the,True
bavarian,False
margraviate,False
of,True
austria,False
elevated,False
to,True
the,True
duchy,False
of,True
austria,False
according,False
to,True
the,True
privilegium,False
minus,False
by,True
emperor,False
frederick,False
barbarossa,False
the,True
house,False
of,True
habsburg,False
came,False
to,True
the,True
austrian,False
throne,False
in,True
vienna,False
in,True
and,True
in,True
emperor,False
frederick,False
iii,False
holy,False
roman,False
emperor,False
also,False
austrian,False
ruler,False
officially,False
adopted,False
the,True
archducal,False
title,False
from,True
the,True
century,False
onwards,False
all,True
holy,False
